
INFO   | jvm 1    | 2013/04/16 22:54:35 | 22:54:35.823 [WrapperSimpleAppMain] INFO  rebat-db - Listening on port 2011 ...
STATUS | wrapper  | 2013/04/17 17:02:56 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2013/04/17 17:02:56 | TERM trapped.  Forcing immediate shutdown.
ERROR  | wrapper  | 2013/04/17 17:02:56 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/04/17 17:02:56 | JVM received a signal SIGKILL (9).
STATUS | wrapper  | 2013/04/17 17:02:56 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/04/17 17:15:51 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2013/04/17 17:15:51 | Java Service Wrapper Community Edition 32-bit 3.3.6
STATUS | wrapper  | 2013/04/17 17:15:51 |   Copyright (C) 1999-2009 Tanuki Software, Ltd.  All Rights Reserved.
STATUS | wrapper  | 2013/04/17 17:15:51 |     http://wrapper.tanukisoftware.org
STATUS | wrapper  | 2013/04/17 17:15:51 | 
STATUS | wrapper  | 2013/04/17 17:15:51 | Launching a JVM...
INFO   | jvm 1    | 2013/04/17 17:15:52 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/04/17 17:15:54 | 17:15:54.133 [WrapperSimpleAppMain] INFO  rebat-db - Checking schema...
INFO   | jvm 1    | 2013/04/17 17:15:55 | 17:15:55.237 [WrapperSimpleAppMain] INFO  rebat-db - Schema OK!
INFO   | jvm 1    | 2013/04/17 17:15:55 | 17:15:55.380 [WrapperSimpleAppMain] INFO  rebat-db - Listening on port 2011 ...
STATUS | wrapper  | 2013/05/07 23:17:51 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2013/05/07 23:17:51 | TERM trapped.  Forcing immediate shutdown.
ERROR  | wrapper  | 2013/05/07 23:17:51 | JVM did not exit on request, terminated
STATUS | wrapper  | 2013/05/07 23:17:51 | JVM received a signal SIGKILL (9).
STATUS | wrapper  | 2013/05/07 23:17:51 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/06/03 22:59:17 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2013/06/03 22:59:17 | Java Service Wrapper Community Edition 32-bit 3.3.6
STATUS | wrapper  | 2013/06/03 22:59:17 |   Copyright (C) 1999-2009 Tanuki Software, Ltd.  All Rights Reserved.
STATUS | wrapper  | 2013/06/03 22:59:17 |     http://wrapper.tanukisoftware.org
STATUS | wrapper  | 2013/06/03 22:59:17 | 
STATUS | wrapper  | 2013/06/03 22:59:18 | Launching a JVM...
INFO   | jvm 1    | 2013/06/03 22:59:20 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/06/03 22:59:22 | 22:59:22.674 [WrapperSimpleAppMain] INFO  rebat-db - Checking schema...
STATUS | wrapper  | 2013/06/03 22:59:22 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2013/06/03 22:59:23 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/06/03 22:59:26 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/06/03 22:59:26 | Java Service Wrapper Community Edition 32-bit 3.3.6
STATUS | wrapper  | 2013/06/03 22:59:26 |   Copyright (C) 1999-2009 Tanuki Software, Ltd.  All Rights Reserved.
STATUS | wrapper  | 2013/06/03 22:59:26 |     http://wrapper.tanukisoftware.org
STATUS | wrapper  | 2013/06/03 22:59:26 | 
STATUS | wrapper  | 2013/06/03 22:59:26 | Launching a JVM...
INFO   | jvm 1    | 2013/06/03 22:59:27 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/06/03 22:59:27 | 22:59:27.594 [WrapperSimpleAppMain] INFO  rebat-db - Checking schema...
INFO   | jvm 1    | 2013/06/03 22:59:28 | 22:59:28.457 [WrapperSimpleAppMain] INFO  rebat-db - Schema OK!
INFO   | jvm 1    | 2013/06/03 22:59:28 | 22:59:28.612 [WrapperSimpleAppMain] INFO  rebat-db - Listening on port 2011 ...
STATUS | wrapper  | 2013/06/04 01:42:59 | INT trapped.  Shutting down.
STATUS | wrapper  | 2013/06/04 01:43:00 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/09/08 16:55:46 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2013/09/08 16:55:46 | Java Service Wrapper Community Edition 32-bit 3.3.6
STATUS | wrapper  | 2013/09/08 16:55:46 |   Copyright (C) 1999-2009 Tanuki Software, Ltd.  All Rights Reserved.
STATUS | wrapper  | 2013/09/08 16:55:46 |     http://wrapper.tanukisoftware.org
STATUS | wrapper  | 2013/09/08 16:55:46 | 
STATUS | wrapper  | 2013/09/08 16:55:46 | Launching a JVM...
INFO   | jvm 1    | 2013/09/08 16:55:50 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/09/08 16:55:53 | 16:55:53.254 [WrapperSimpleAppMain] INFO  rebat-db - Checking schema...
INFO   | jvm 1    | 2013/09/08 16:55:54 | 16:55:54.813 [WrapperSimpleAppMain] INFO  rebat-db - Schema OK!
INFO   | jvm 1    | 2013/09/08 16:55:54 | 16:55:54.955 [WrapperSimpleAppMain] INFO  rebat-db - Listening on port 2011 ...
STATUS | wrapper  | 2013/09/08 16:55:57 | TERM trapped.  Shutting down.
STATUS | wrapper  | 2013/09/08 16:55:58 | <-- Wrapper Stopped
STATUS | wrapper  | 2013/09/08 16:56:02 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/09/08 16:56:02 | Java Service Wrapper Community Edition 32-bit 3.3.6
STATUS | wrapper  | 2013/09/08 16:56:02 |   Copyright (C) 1999-2009 Tanuki Software, Ltd.  All Rights Reserved.
STATUS | wrapper  | 2013/09/08 16:56:02 |     http://wrapper.tanukisoftware.org
STATUS | wrapper  | 2013/09/08 16:56:02 | 
STATUS | wrapper  | 2013/09/08 16:56:02 | Launching a JVM...
INFO   | jvm 1    | 2013/09/08 16:56:03 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/09/08 16:56:03 | 16:56:03.724 [WrapperSimpleAppMain] INFO  rebat-db - Checking schema...
